"2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-14","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-14","2015-12-13","2015-12-14","2015-12-13","2015-12-14","2015-12-13","2015-12-14"
"証券コード","会社名","市場","業種","PER","東証1部平均
PER","PBR","東証1部平均
PBR","昨季
営業利益増加率(%)","今期予想
営業利益増加率(%)","四半期の見通し
悪1 - 5良","四半期の見通し
悪1 - 5良","自己資本比率(%)","IR活動の数
(分割,分売,優待新設,優待拡充,優待変更,自己株式取得)","上場日","株主優待","配当月","サイクロ","一か月の
25日移動曲線の
値動き","25日
移動平均曲線の
値動き
乖離率","一か月の
25日移動曲線の
出来高","25日
移動平均曲線
出来高
"8040-T","東京ソワール","東証2部","繊維製品","","45.5458689480669108","0.329945269741985903","0.991025943260702369","-63.187%","113.930%","2","1","68.500%","0","1986-08-06","なし","12月末日","0.5833333333333334","→→→→","1.280%","↑↑↓↑","-76.923%","100.850%","157.800%","1180.600%","77.773%","77.773%","81.000%","81.000%","239.822%","239.822%","169.303%","169.303%"
"8041-T","OUGホールディングス","東証1部","卸売業","15.8166559070367985","15.8616693785436578","0.731386948474535781","1.03907096798458576","-38.825%","-6.175%","3","3","49.800%","0","1961-10-01","あり","9月末日","0.3333333333333333","↑→→→","-2.809%","↑↑↑↑","96.127%","342.075%","647.800%","1836.400%","329.091%","385.091%","240.860%","240.860%","247.446%","247.446%","592.515%","592.515%"
"8043-T","スターゼン","東証1部","卸売業","11.8503263639219512","15.8616693785436578","0.832154753821906623","1.03907096798458576","95.531%","13.558%","4","4","38.300%","0","1962-11-01","あり","3月末日・9月末日","0.6666666666666666","↑↑↑↑","-3.830%","↑↑↑↓","39.609%","760.225%","1460.800%","3286.700%","596.909%","598.909%","3960.450%","10.750%","257.878%","7.000%","1372.319%","37.253%"
"8044-T","大都魚類","東証2部","卸売業","10.1574803149606296","15.8616693785436578","0.532771651592119921","1.03907096798458576","12.981%","15.152%","2","2","34.400%","0","1962-12-01","なし","3月末日","0.75","→→→→","-2.803%","↑↑↑↑","-53.326%","101.975%","314.600%","734.100%","97.545%","92.091%","106.660%","106.660%","192.741%","192.741%","137.583%","137.583%"
"8045-T","横浜丸魚","JQスタンダード","卸売業","","15.8616693785436578","","1.03907096798458576","-33.333%","1512.500%","3","4","73.600%","0","1963-06-12","なし","3月末日","0.5714285714285714","→→→→","","↑↓↑↑","-100.000%","15.336%","106.000%","1293.300%","22.318%","22.045%","35.405%","35.355%","278.631%","278.238%","186.948%","186.684%"
"8046-T","丸藤シートパイル","東証2部","卸売業","11.7914770376499778","15.8616693785436578","0.420589711047489767","1.03907096798458576","8.463%","-24.843%","4","5","55.500%","0","1963-04-18","なし","3月末日","0.4166666666666667","→→→→","0.028%","↑↓↓↑","127.901%","286.000%","519.800%","2461.600%","93.955%","102.818%","157.450%","157.450%","224.929%","224.929%","450.307%","450.307%"
"8050-T","セイコーホールディングス","東証1部","精密機器","12.9671086619597045","23.1895005966682142","1.67758321080069495","1.87394850739758589","-16.748%","93.709%","4","4","35.500%","0","1949-05-01","なし","3月末日","0.5833333333333334","↑↑↑→","-5.159%","↑↑↓↓","3.105%","4031.750%","4507.600%","9041.100%","485.591%","373.864%","711.655%","711.705%","196.434%","196.448%","5543.814%","5544.204%"
"8051-T","山善","東証1部","卸売業","12.0834252924299257","15.8616693785436578","1.55645894928360251","1.03907096798458576","37.314%","0.427%","5","5","32.400%","0","1962-10-01","なし","3月末日","0.3333333333333333","↑→↑→","-0.696%","↑↓↑↑","25.174%","2575.925%","4633.600%","6496.300%","211.045%","202.045%","4692.000%","4692.000%","285.714%","285.714%","5151.850%","5151.850%"
"8052-T","椿本興業","東証1部","卸売業","7.31182795698924703","15.8616693785436578","0.656865207395529449","1.03907096798458576","9.312%","-2.500%","3","3","29.900%","2","1962-10-01","なし","3月末日","0.5833333333333334","↑↑→→","-1.780%","↑↑↓→","91.131%","281.025%","916.400%","1730.400%","116.682%","113.955%","145.695%","145.695%","256.254%","256.254%","504.096%","504.096%"
"8053-F","住友商事","福証","卸売業","","15.8616693785436578","","1.03907096798458576","-111.732%","-1853.784%","5","4","27.500%","0","1949-08-03","なし","3月末日","","→→→→","","→↑→↓","-100.000%","6368.068%","57137.000%","248143.200%","7416.909%","7421.409%","62530.100%","62530.100%","285.714%","285.714%","79600.850%","79600.850%"
"8053-T","住友商事","東証1部","卸売業","6.87700070533340568","15.8616693785436578","0.604512741268546705","1.03907096798458576","-111.732%","-1853.784%","5","4","27.500%","0","1949-08-03","なし","3月末日","0.6666666666666666","↑→→→","-4.579%","↑↓↓↓","77.578%","39800.425%","57137.000%","248143.200%","7416.909%","7421.409%","62530.100%","62530.100%","285.714%","285.714%","79600.850%","79600.850%"
"8056-T","日本ユニシス","東証1部","情報・通信業","14.4074360960495724","38.4071580354396644","1.51797789488411139","2.51743426080294563","14.101%","-31.820%","5","5","40.600%","0","1970-10-01","なし","3月末日","0.4166666666666667","↑↑→→","-3.926%","↑↑↑→","1.728%","3509.225%","4438.600%","8102.200%","385.364%","440.227%","3666.150%","3668.150%","191.035%","191.139%","4692.684%","4695.244%"
"8057-T","内田洋行","東証1部","卸売業","10.2799650043744535","15.8616693785436578","0.716496181227800011","1.03907096798458576","39.109%","-53.273%","2","2","37.200%","0","1964-01-01","なし","7月20日","0.6666666666666666","↑↑↑↑","3.844%","↑↑↑↑","0.372%","618.650%","1364.600%","3408.300%","183.227%","183.227%","251.680%","251.680%","276.062%","276.062%","1195.499%","1195.499%"
"8058-T","三菱商事","東証1部","卸売業","10.86677367576244","15.8616693785436578","0.551795713327048354","1.03907096798458576","6.848%","77.682%","2","1","33.200%","5","1954-06-01","なし","3月末日","0.3333333333333333","↓→↓↓","-1.948%","↑↓↑↑","32.409%","79623.100%","201391.000%","557047.700%","11669.591%","11618.636%","81201.800%","79503.800%","285.714%","285.714%","159246.200%","159246.200%"
"8059-T","第一実業","東証1部","卸売業","12.9440389294403886","15.8616693785436578","0.803807509254362729","1.03907096798458576","6.554%","-13.338%","5","4","38.300%","0","1962-08-01","なし","3月末日","0.5","↓↓→→","3.189%","↑↑↓↓","-2.054%","727.550%","1845.400%","3521.500%","204.318%","190.182%","267.010%","268.060%","275.251%","276.333%","1401.812%","1407.325%"
"8060-T","キヤノンマーケティングジャパン","東証1部","卸売業","16.0755689136968662","15.8616693785436578","0.89595527881343362","1.03907096798458576","47.466%","-10.206%","4","4","56.300%","0","1981-08-24","なし","12月末日","0.5","→→→→","-2.213%","↑↑↓↓","37.089%","7225.400%","8952.600%","27006.100%","489.455%","489.455%","2698.950%","2698.950%","102.083%","102.083%","5163.125%","5163.125%"
"8061-T","西華産業","東証1部","卸売業","11.5868028279654354","15.8616693785436578","0.754803878924340532","1.03907096798458576","55.039%","-57.471%","3","2","35.200%","8","1961-09-01","なし","3月末日","0.5833333333333334","↑↑↑↑","-2.227%","↑↑↑↑","98.556%","520.275%","1287.000%","2726.300%","390.364%","376.909%","348.015%","337.965%","285.714%","277.463%","1040.550%","1010.501%"
"8065-T","佐藤商事","東証1部","卸売業","7.54821445049367856","15.8616693785436578","0.50217013622439266","1.03907096798458576","10.899%","2.752%","3","3","33.100%","4","1962-05-01","なし","3月末日","0.6666666666666666","↑↑↑↑","2.250%","↑↑↑↑","89.102%","448.525%","1407.800%","3650.000%","173.864%","175.818%","1089.950%","1089.950%","285.714%","285.714%","897.050%","897.050%"
"8066-T","三谷商事","東証2部","卸売業","9.30653684023036298","15.8616693785436578","0.884488858543852063","1.03907096798458576","14.424%","-2.996%","2","2","51.400%","18","1963-12-01","なし","3月末日","0.5833333333333334","→→→↑","5.053%","↑↑↑↑","37.938%","2504.475%","7122.400%","9081.100%","98.000%","94.409%","895.600%","887.100%","161.943%","160.406%","2839.071%","2812.126%"
"8068-T","菱洋エレクトロ","東証1部","卸売業","54.0282550591828894","15.8616693785436578","0.543921152574688205","1.03907096798458576","24.349%","-54.993%","5","2","79.000%","5","1986-12-11","なし","1月末日","0.4166666666666667","→↑↓→","-6.883%","↑↑↑↑","30.747%","1004.625%","915.000%","6551.100%","266.409%","223.500%","1262.000%","1052.000%","255.724%","213.171%","1798.350%","1499.100%"
"8070-T","東京産業","東証1部","卸売業","9.14786967418546304","15.8616693785436578","0.678799149840595195","1.03907096798458576","39.865%","73.782%","5","5","46.700%","0","1961-10-01","なし","3月末日","0.5","↑↑→→","-3.846%","↑→↓↓","25.450%","372.100%","671.400%","1980.200%","150.136%","161.364%","985.900%","998.900%","196.447%","199.038%","511.686%","518.433%"
"8072-T","日本出版貿易","JQスタンダード","卸売業","40.5405405405405403","15.8616693785436578","0.92085742057604747","1.03907096798458576","-28.947%","","4","3","24.300%","0","1997-11-28","なし","3月末日","0.8181818181818182","↓→↑↑","3.709%","↑↑↓↑","-85.628%","4.984%","17.000%","138.600%","17.773%","17.864%","18.450%","18.800%","150.612%","153.469%","32.841%","33.464%"
"8073-T","MAGねっとホールディングス","JQスタンダード","その他金融業","","15.680854757218663","","1.72413677692120282","31.193%","-76.224%","2","2","","0","1987-01-30","なし","3月末日","0.5","→→→→","-1.384%","↑↓↑↑","-81.680%","9.028%","-382.800%","-8.100%","115.227%","147.227%","213.250%","213.250%","62.635%","62.635%","24.739%","24.739%"
"8074-T","ユアサ商事","東証1部","卸売業","9.72994309397717139","15.8616693785436578","1.21496900966471277","1.03907096798458576","3.131%","-3.352%","4","4","25.500%","1","1961-10-01","なし","3月末日","0.5833333333333334","↑↑↑↑","-0.260%","↑↑↑↑","7.475%","1762.750%","4026.800%","5215.600%","442.045%","381.455%","984.250%","972.250%","242.897%","239.936%","2997.170%","2960.628%"
"8075-T","神鋼商事","東証1部","卸売業","5.76748410535876488","15.8616693785436578","0.521239482864765069","1.03907096798458576","18.340%","-2.917%","4","2","16.400%","0","1961-10-01","なし","3月末日","0.5833333333333334","↑↑→→","-1.657%","↑→↓↓","79.701%","567.075%","2378.600%","4249.000%","175.318%","173.227%","288.775%","288.775%","186.236%","186.236%","739.268%","739.268%"
"8077-T","小林産業","東証1部","卸売業","14.0644361833952907","15.8616693785436578","0.580532965065725604","1.03907096798458576","-16.933%","8.205%","1","3","51.400%","0","1961-10-01","なし","10月末日","0.5833333333333334","→→→→","-0.334%","↑↑↓↓","191.611%","157.550%","344.000%","1064.700%","138.364%","138.364%","841.850%","841.850%","171.763%","171.763%","189.429%","189.429%"
"8078-T","阪和興業","東証1部","卸売業","9.34208254187532461","15.8616693785436578","0.793441276545817198","1.03907096798458576","17.567%","-27.220%","3","3","23.400%","0","1963-08-01","なし","3月末日","0.5833333333333334","↑↑↑↑","1.053%","↑↑↑↑","13.792%","2926.250%","5792.400%","14141.500%","490.136%","443.136%","1036.115%","1036.065%","279.721%","279.707%","5729.734%","5729.457%"
"8079-T","正栄食品工業","東証2部","卸売業","10.8771929824561404","15.8616693785436578","0.828058765460774726","1.03907096798458576","0.885%","64.340%","5","5","50.000%","2","1986-08-28","あり","10月末日・4月末日","0.5833333333333334","→↑↑↑","1.342%","↑↓↓↓","-35.955%","766.000%","1156.200%","2963.900%","542.545%","542.545%","666.450%","666.450%","179.984%","179.984%","965.075%","965.075%"
"8081-T","カナデン","東証1部","卸売業","11.0317105850826263","15.8616693785436578","0.798054943013384421","1.03907096798458576","10.096%","-27.801%","5","4","48.000%","3","1963-05-01","あり","3月末日","0.75","↑↑↑→","0.890%","↑↓↓↓","115.982%","749.425%","1611.400%","3722.300%","103.909%","206.318%","1140.500%","1140.500%","215.016%","215.016%","1127.970%","1127.970%"
"8084-T","菱電商事","東証1部","卸売業","8.13712934686237688","15.8616693785436578","0.579547447816172623","1.03907096798458576","-5.419%","-26.122%","4","2","49.100%","0","1963-04-01","なし","3月末日","0.4166666666666667","↑↑→→","-0.907%","↑→↓↓","140.240%","947.225%","2029.200%","6142.600%","164.864%","151.455%","139.195%","139.195%","174.243%","174.243%","1155.329%","1155.329%"
"8085-S","ナラサキ産業","札証","卸売業","","15.8616693785436578","","1.03907096798458576","-27.324%","-39.140%","4","5","24.800%","0","1963-04-01","なし","3月末日","","→→→→","","→→→→","","29.928%","854.600%","1036.400%","120.091%","119.864%","133.140%","133.140%","285.714%","285.714%","374.100%","374.100%"
"8085-T","ナラサキ産業","東証2部","卸売業","7.33315747823793274","15.8616693785436578","0.700287168119300696","1.03907096798458576","-27.324%","-39.140%","4","5","24.800%","0","1963-04-01","なし","3月末日","0.5","↑↑↑→","-1.334%","↑↓↓↑","-81.638%","187.050%","854.600%","1036.400%","120.091%","119.864%","133.140%","133.140%","285.714%","285.714%","374.100%","374.100%"
"8086-T","ニプロ","東証1部","精密機器","13.5574286584746631","23.1895005966682142","1.34931624536330474","1.87394850739758589","12.163%","22.382%","5","5","30.800%","0","1987-02-09","あり","3月末日","0.4166666666666667","↑↑↑→","-2.603%","↑↑↓↓","29.261%","5812.475%","8083.800%","16766.000%","2837.000%","2588.727%","7191.950%","7191.950%","239.689%","239.689%","9752.309%","9752.309%"
"8087-T","フルサト工業","東証1部","卸売業","12.249488752556239","15.8616693785436578","0.768024207507575496","1.03907096798458576","5.311%","5.685%","4","4","73.800%","0","1986-10-24","あり","3月末日","0.5833333333333334","→→→→","0.384%","↑↓↑↓","74.419%","662.050%","1392.200%","3365.000%","186.318%","170.500%","571.700%","571.700%","224.157%","224.157%","1038.820%","1038.820%"
"8088-T","岩谷産業","東証1部","卸売業","14.4071588366890371","15.8616693785436578","1.44725605645197541","1.03907096798458576","-39.659%","22.320%","5","5","26.700%","0","1962-08-01","なし","3月末日","0.25","→↑→→","-4.047%","↑↓↓↓","8.156%","4065.825%","6403.800%","10900.700%","1229.455%","1127.591%","1231.775%","1231.675%","280.020%","279.997%","7969.577%","7968.930%"
"8089-T","すてきナイスグループ","東証1部","卸売業","32.6454033771106964","15.8616693785436578","0.391530343601629083","1.03907096798458576","-64.113%","-373.320%","2","4","24.600%","0","1962-07-01","なし","3月末日","0.75","→→→→","0.998%","↑↑↑→","130.548%","420.050%","477.200%","4394.300%","206.773%","199.955%","457.705%","457.755%","270.861%","270.890%","796.425%","796.512%"
"8090-T","昭光通商","東証1部","卸売業","","15.8616693785436578","2.37121831561733476","1.03907096798458576","-38.715%","-101.118%","2","3","24.500%","0","1962-06-01","なし","12月末日","0.6666666666666666","→↓↓→","-1.001%","↑↑↑↑","102.505%","242.325%","755.200%","1783.100%","388.591%","388.591%","307.720%","307.720%","156.005%","156.005%","264.628%","264.628%"
"8091-T","ニチモウ","東証1部","卸売業","13.6239782016348769","15.8616693785436578","0.49038838760298159","1.03907096798458576","38.662%","-17.176%","5","4","26.300%","0","1962-05-01","なし","3月末日","0.5833333333333334","↓↓↓↓","-1.633%","↑↑↑↑","-39.800%","190.325%","258.600%","1389.000%","149.455%","128.864%","170.770%","170.720%","257.651%","257.576%","343.262%","343.162%"
"8093-T","極東貿易","東証1部","卸売業","3.05255910029837052","15.8616693785436578","0.426637582600885357","1.03907096798458576","-40.593%","75.048%","5","4","41.300%","1","1987-03-11","なし","3月末日","0.3333333333333333","↑↑↑↑","-3.637%","↑↑↓↓","-65.153%","222.475%","392.800%","1551.300%","130.000%","184.591%","133.745%","162.395%","273.937%","285.714%","426.609%","444.950%"
"8095-T","イワキ","東証1部","卸売業","","15.8616693785436578","0.420727588536138175","1.03907096798458576","-11.619%","-0.524%","3","3","43.800%","0","1963-07-01","なし","11月末日","0.5833333333333334","→→→→","-3.146%","↑↓↓↑","18.781%","187.825%","425.000%","1737.900%","177.591%","177.591%","165.885%","165.885%","277.598%","277.598%","364.979%","364.979%"
"8096-T","兼松エレクトロニクス","東証1部","情報・通信業","14.2993326978074347","38.4071580354396644","1.58886282817583413","2.51743426080294563","13.027%","1.473%","5","5","71.800%","0","1987-12-04","なし","3月末日","0.8333333333333334","↑↑↑↑","4.811%","↑↑↑↑","140.515%","1479.650%","2344.200%","3784.100%","291.545%","295.727%","604.150%","604.150%","120.570%","120.570%","1248.812%","1248.812%"
"8097-T","三愛石油","東証1部","卸売業","15.3727427072079017","15.8616693785436578","0.920798395074283182","1.03907096798458576","-20.796%","21.838%","3","4","50.400%","10","1961-10-01","なし","3月末日","0.5833333333333334","↑↑↑↑","1.455%","↑↓↑↓","47.300%","1866.650%","2819.800%","7966.600%","121.727%","115.318%","328.600%","312.700%","253.745%","241.467%","3315.574%","3155.143%"
"8098-T","稲畑産業","東証1部","卸売業","8.89577340119495474","15.8616693785436578","0.604384039450341248","1.03907096798458576","-1.481%","25.097%","5","5","45.000%","1","1961-10-01","あり","9月末日","0.25","→→↓↓","-8.973%","↑↑↓↑","78.342%","1974.825%","5134.200%","12767.100%","180.409%","195.591%","2425.450%","2425.450%","218.267%","218.267%","3017.269%","3017.269%"
"8101-T","GSIクレオス","東証1部","卸売業","11.1926605504587151","15.8616693785436578","0.487999999999999989","1.03907096798458576","-30.132%","-32.646%","1","4","24.700%","0","1973-02-01","なし","3月末日","0.6666666666666666","→↑↑↑","-0.877%","↑↑↑→","17.204%","198.800%","476.400%","1601.200%","223.545%","220.000%","276.645%","276.645%","244.525%","244.525%","340.281%","340.281%"
"8103-T","明和産業","東証1部","卸売業","9.16684514885414536","15.8616693785436578","0.682659180808983024","1.03907096798458576","-26.768%","35.711%","3","1","41.400%","0","1973-04-01","あり","3月末日・9月末日","0.5","↑↑→→","-3.194%","↑→↓↓","-4.133%","447.050%","1453.000%","2609.500%","153.409%","153.318%","1399.000%","1399.000%","191.342%","191.342%","598.777%","598.777%"
"8104-S","クワザワ","札証","卸売業","4.20100322465066256","15.8616693785436578","0.335625702201962195","1.03907096798458576","-25.015%","-4.191%","4","1","29.100%","2","1973-09-01","なし","3月末日","0.75","→→→→","-1.197%","↑↑↑↑","-83.477%","15.424%","611.000%","1090.700%","29.773%","29.182%","286.350%","265.850%","196.033%","181.999%","132.283%","122.813%"
"8105-T","堀田丸正","東証2部","卸売業","177.142857142857167","15.8616693785436578","0.968296111197875953","1.03907096798458576","-254.701%","-21.547%","2","2","61.900%","0","1974-04-01","あり","3月末日","0.6666666666666666","↓→→→","-2.882%","↑↓↓↓","-63.117%","78.850%","-4.400%","309.700%","97.909%","91.864%","98.800%","98.800%","114.564%","114.564%","63.234%","63.234%"
"8107-T","キムラタン","東証1部","繊維製品","800","45.5458689480669108","6.66666666666666696","0.991025943260702369","-6.897%","-1285.185%","2","3","44.500%","0","1974-08-01","あり","3月末日","0.6666666666666666","↑→→→","-6.977%","↑↑↑↑","4.390%","178.025%","6.200%","114.200%","1274.773%","1265.682%","3950.465%","3950.465%","285.714%","285.714%","356.050%","356.050%"
"8108-F","ヤマエ久野","福証","卸売業","7.32600732600732574","15.8616693785436578","0.526259263237031427","1.03907096798458576","-17.345%","47.424%","5","5","31.800%","0","1974-10-01","なし","3月末日","0.6","→→→→","2.236%","↑↑↓↑","367.626%","79.532%","1316.000%","3701.300%","40.364%","42.182%","1025.950%","1025.950%","285.714%","285.714%","994.150%","994.150%"
"8111-T","ゴールドウイン","東証1部","繊維製品","16.993421901199536","45.5458689480669108","2.08930489975697453","0.991025943260702369","8.837%","-36.703%","5","5","54.500%","4","1981-02-05","あり","3月末日","0.08333333333333333","↑→→↓","-9.338%","↑↓↓↓","-36.203%","1578.350%","1598.000%","2902.500%","132.000%","130.864%","2396.000%","31.600%","229.876%","15.159%","2539.776%","167.481%"
"8113-T","ユニ・チャーム","東証1部","化学","32.9624573378839614","19.9247697373926265","3.85167578604814409","1.27552023042774287","13.031%","-19.718%","4","5","75.000%","4","1976-08-01","なし","12月末日","0.5","↑↑→→","-6.471%","↑↓↓↓","2.612%","37405.275%","26585.000%","37413.800%","2768.545%","2768.545%","20902.700%","20902.700%","192.393%","192.393%","50375.543%","50375.543%"
"8114-T","デサント","東証1部","繊維製品","13.9373513084853293","45.5458689480669108","1.55395174570894912","0.991025943260702369","45.686%","15.171%","5","5","68.400%","0","1977-03-01","あり","3月末日・9月末日","0.4166666666666667","→↓↓↓","-6.583%","↑↑↑↓","-3.803%","2755.800%","3237.200%","6527.800%","153.500%","173.091%","2691.700%","2612.700%","199.952%","194.084%","3857.203%","3743.996%"
"8115-T","ムーンバット","東証2部","卸売業","10.9014154457412449","15.8616693785436578","0.535078738238018548","1.03907096798458576","-39.591%","71.247%","3","4","69.500%","0","1977-03-01","なし","3月末日","0.5","→→→→","-1.291%","↑↑↑↑","31.414%","117.525%","305.400%","812.100%","76.455%","76.591%","1047.400%","-20.950%","224.096%","-22.414%","184.358%","-18.440%"
"8117-T","中央自動車工業","東証2部","卸売業","9.52173913043478315","15.8616693785436578","0.880897791721974133","1.03907096798458576","-6.223%","17.162%","5","4","83.000%","0","1977-12-01","なし","3月末日","0.4166666666666667","→→→→","-1.395%","↑↑↑↑","11.567%","440.950%","1018.400%","1737.400%","103.909%","94.545%","87.850%","87.050%","250.749%","248.466%","773.975%","766.927%"
"8118-T","キング","東証1部","繊維製品","12.4703087885985742","45.5458689480669108","0.414184844779298678","0.991025943260702369","-16.023%","-7.766%","1","1","84.700%","4","1978-09-01","あり","3月末日・9月末日","0.5","→→→→","-0.850%","↑↑↑→","26.655%","261.350%","763.000%","1955.500%","167.273%","179.500%","877.550%","875.550%","202.437%","201.976%","370.349%","369.505%"
"8119-T","三栄コーポレーション","JQスタンダード","卸売業","8.72102830538780616","15.8616693785436578","1.13169467446813643","1.03907096798458576","96.474%","210.769%","5","5","58.300%","0","1978-12-20","あり","3月末日","0.3333333333333333","↑↑↑↑","7.235%","↑↑↑↓","-63.267%","53.204%","366.600%","993.800%","107.773%","103.000%","117.600%","118.600%","263.323%","265.562%","612.930%","618.142%"
"8123-T","川辺","JQスタンダード","卸売業","8.03652968036529813","15.8616693785436578","0.496754163138583116","1.03907096798458576","-37.205%","74.922%","3","4","49.300%","0","1979-07-18","あり","3月末日","0.5833333333333334","↑→→→","1.173%","↑↑↑↑","-66.358%","13.100%","175.800%","641.800%","65.455%","65.636%","42.900%","42.900%","131.726%","131.726%","75.496%","75.496%"
"8125-T","ワキタ","東証1部","卸売業","9.73903177004538456","15.8616693785436578","0.641740549903115909","1.03907096798458576","9.773%","-7.571%","3","2","73.100%","0","1979-10-01","なし","2月末日","0.5833333333333334","↓→↑↑","0.335%","↑↓↓↓","23.854%","1356.450%","3380.600%","8234.200%","211.955%","188.909%","2536.050%","2536.050%","278.574%","278.574%","2645.105%","2645.105%"
"8127-T","ヤマトインターナショナル","東証1部","繊維製品","59.0909090909090935","45.5458689480669108","0.409819915671671198","0.991025943260702369","-11.538%","","3","4","75.900%","1","1980-05-21","あり","8月末日","0.5833333333333334","→→→→","-0.469%","↑↓↓→","34.330%","219.950%","138.200%","2162.300%","806.091%","1034.864%","889.100%","828.600%","225.783%","222.273%","347.627%","342.222%"
"8129-T","東邦ホールディングス","東証1部","卸売業","16.9547911839838399","15.8616693785436578","1.25386065188452522","1.03907096798458576","-18.746%","82.969%","4","5","71.700%","11","1980-10-15","あり","3月末日","0.3333333333333333","↑↑↑↑","-5.692%","↑↓↑↓","-23.669%","5572.825%","6841.000%","15733.400%","204.591%","174.136%","3436.000%","3372.000%","250.853%","246.181%","9785.730%","9603.458%"
"8130-T","サンゲツ","東証1部","卸売業","29.8280162793750812","15.8616693785436578","1.38823543788685155","1.03907096798458576","-10.288%","18.590%","5","5","86.200%","18","1980-11-01","なし","3月末日","0.6666666666666666","↑↑↑↑","-1.197%","↑↑↑↓","21.189%","4162.225%","3596.200%","11875.800%","221.864%","216.000%","3625.000%","3625.000%","285.714%","285.714%","8324.450%","8324.450%"
"8131-T","ミツウロコグループホールディングス","東証1部","卸売業","15.2387986213687849","15.8616693785436578","0.569719282098481328","1.03907096798458576","-18.952%","-62.953%","4","4","54.800%","0","1962-08-01","あり","3月末日","0.4166666666666667","↑↑↑↑","1.012%","↑↓↑↑","79.301%","1049.325%","1930.200%","7056.500%","191.227%","185.136%","2988.850%","2988.850%","250.659%","250.659%","1841.158%","1841.158%"
"8132-T","シナネンホールディングス","東証1部","卸売業","13.8021593230230515","15.8616693785436578","0.653423219318118975","1.03907096798458576","0.889%","96.947%","3","5","53.500%","0","1963-01-01","なし","3月末日","0.75","→→↑→","0.776%","↑→↑→","74.793%","892.000%","1028.400%","4706.500%","197.500%","187.909%","272.110%","272.060%","205.264%","205.226%","1281.667%","1281.432%"
"8133-T","伊藤忠エネクス","東証1部","卸売業","13.6006614303431181","15.8616693785436578","0.96731513696280691","1.03907096798458576","-2.523%","0.305%","5","5","37.300%","0","1978-02-01","なし","3月末日","0.4166666666666667","→↑↑→","-0.259%","↑↓↑↓","-6.338%","2898.650%","5219.000%","9743.200%","330.182%","318.182%","2601.050%","2601.050%","127.165%","127.165%","2580.243%","2580.243%"
"8135-T","ゼット","東証2部","卸売業","156.862745098039227","15.8616693785436578","0.376692171865803394","1.03907096798458576","-451.579%","-71.257%","4","2","44.100%","0","1981-03-16","なし","3月末日","0.4166666666666667","↓→↓↓","-2.200%","↑↓↑→","-50.331%","80.900%","-3.600%","871.100%","54.500%","58.818%","73.160%","73.160%","207.968%","207.968%","117.772%","117.772%"
"8136-T","サンリオ","東証1部","卸売業","24.9199896202750644","15.8616693785436578","4.09879212963621598","1.03907096798458576","-16.894%","-16.854%","2","1","54.000%","2","1982-04-23","あり","3月末日・9月末日","0.3333333333333333","↓→↓→","-2.557%","↑→↓↓","34.550%","6468.375%","7741.000%","6598.300%","2547.682%","2267.591%","3710.250%","3679.750%","238.044%","236.088%","10778.325%","10689.722%"
"8137-T","サンワテクノス","東証1部","卸売業","7.18541382528174566","15.8616693785436578","0.650173098032593155","1.03907096798458576","8.097%","-10.977%","5","2","37.400%","1","1982-05-19","なし","3月末日","0.3333333333333333","↓↓↓→","-2.467%","↑↑↑→","38.853%","358.425%","1439.800%","2195.100%","127.591%","127.182%","702.400%","702.400%","277.997%","277.997%","697.486%","697.486%"
"8138-T","三京化成","東証2部","卸売業","11.4921223354958304","15.8616693785436578","0.372724950027804092","1.03907096798458576","-15.309%","16.618%","1","3","60.200%","0","1982-07-21","なし","3月末日","0.8333333333333334","→→→→","0.081%","↑↑↓↑","132.558%","97.500%","200.800%","862.400%","63.864%","64.091%","62.850%","62.850%","230.220%","230.220%","157.125%","157.125%"
"8139-T","ナガホリ","東証2部","卸売業","23.9776951672862459","15.8616693785436578","0.277067806439141751","1.03907096798458576","-104.472%","-142.424%","3","3","66.800%","0","1983-02-16","なし","3月末日","0.6666666666666666","→→→→","1.320%","↑↑↑↑","-10.399%","106.925%","138.600%","1438.200%","139.818%","146.727%","654.150%","672.650%","222.858%","229.161%","166.804%","171.521%"
"8140-T","リョーサン","東証1部","卸売業","25.9162517345522794","15.8616693785436578","0.812943598357213859","1.03907096798458576","15.183%","-10.278%","4","5","75.800%","4","1983-07-15","なし","3月末日","0.3333333333333333","↑↑↑↑","1.816%","↑→↑↓","46.552%","2512.125%","2104.200%","12185.200%","156.091%","139.909%","1575.000%","1575.000%","285.714%","285.714%","5024.250%","5024.250%"
"8141-T","新光商事","東証1部","卸売業","21.2170783575985595","15.8616693785436578","0.541032090669803623","1.03907096798458576","4.834%","-44.054%","2","1","71.000%","2","1983-08-02","なし","3月末日","0.6666666666666666","→→→→","-1.234%","↑↑↑↓","63.507%","799.725%","1648.600%","5702.200%","186.318%","171.045%","1153.750%","1153.750%","265.253%","265.253%","1484.905%","1484.905%"
